
mutant: step time 69.6319; mutant: etime 69.5149; index 2
mutant: step time 74.4824; mutant: etime 75.5149; index 2
mutant: step time 74.5364; mutant: etime 75.7228; index 3
mutant: step time 74.5195; mutant: etime 76; index 4
mutant: step time 74.5364; mutant: etime 75.9134; index 5
mutant: step time 74.5638; mutant: etime 75.307; index 0
mutant: step time 74.5774; mutant: etime 75.4456; index 1
mutant: step time 74.6184; mutant: etime 75.5149; index 2
mutant: step time 74.673; mutant: etime 75.7228; index 3
mutant: step time 74.656; mutant: etime 76; index 4
mutant: step time 74.673; mutant: etime 75.9134; index 5
mutant: step time 74.7007; mutant: etime 75.307; index 0
mutant: step time 74.7145; mutant: etime 75.4456; index 1
mutant: step time 74.7559; mutant: etime 75.5149; index 2
mutant: step time 74.8112; mutant: etime 75.7228; index 3
mutant: step time 74.7939; mutant: etime 76; index 4
mutant: step time 74.8112; mutant: etime 75.9134; index 5
mutant: step time 74.8392; mutant: etime 75.307; index 0
mutant: step time 74.8531; mutant: etime 75.4456; index 1
mutant: step time 74.8951; mutant: etime 75.5149; index 2
mutant: step time 74.951; mutant: etime 75.7228; index 3
mutant: step time 74.9335; mutant: etime 76; index 4
mutant: step time 74.951; mutant: etime 75.9134; index 5
mutant: step time 74.9793; mutant: etime 75.307; index 0
mutant: step time 74.9935; mutant: etime 75.4456; index 1
mutant: step time 75.036; mutant: etime 75.5149; index 2
mutant: step time 75.0927; mutant: etime 75.7228; index 3
mutant: step time 75.0749; mutant: etime 76; index 4
mutant: step time 75.0927; mutant: etime 75.9134; index 5
mutant: step time 75.1214; mutant: etime 75.307; index 0
mutant: step time 75.1357; mutant: etime 75.4456; index 1
mutant: step time 75.1788; mutant: etime 75.5149; index 2
mutant: step time 75.2362; mutant: etime 75.7228; index 3
mutant: step time 75.2183; mutant: etime 76; index 4
mutant: step time 75.2362; mutant: etime 75.9134; index 5
mutant: step time 75.2654; mutant: etime 75.307; index 0
mutant: step time 75.2799; mutant: etime 75.4456; index 1
mutant: step time 75.3236; mutant: etime 75.5149; index 2
mutant: step time 75.3819; mutant: etime 75.7228; index 3
mutant: step time 75.3637; mutant: etime 76; index 4
mutant: step time 75.3819; mutant: etime 75.9134; index 5
mutant: step time 75.4115; mutant: etime 75.307; index 0
mutant: step time 75.4263; mutant: etime 75.4456; index 1
mutant: step time 75.4707; mutant: etime 75.5149; index 2
mutant: step time 75.5298; mutant: etime 75.7228; index 3
mutant: step time 75.5113; mutant: etime 76; index 4
mutant: step time 75.5298; mutant: etime 75.9134; index 5
mutant: step time 75.5599; mutant: etime 75.307; index 0
mutant: step time 75.5749; mutant: etime 75.4456; index 1
mutant: step time 75.6201; mutant: etime 75.5149; index 2
mutant: step time 75.6802; mutant: etime 75.7228; index 3
mutant: step time 75.6614; mutant: etime 76; index 4
mutant: step time 75.6802; mutant: etime 75.9134; index 5
mutant: step time 75.7108; mutant: etime 75.307; index 0
mutant: step time 75.7261; mutant: etime 75.4456; index 1
mutant: step time 75.772; mutant: etime 75.5149; index 2
mutant: step time 75.8332; mutant: etime 75.7228; index 3
mutant: step time 75.814; mutant: etime 76; index 4
mutant: step time 75.8332; mutant: etime 75.9134; index 5
mutant: step time 75.8643; mutant: etime 75.307; index 0
mutant: step time 75.8799; mutant: etime 75.4456; index 1
mutant: step time 75.9266; mutant: etime 75.5149; index 2
mutant: step time 75.9889; mutant: etime 75.7228; index 3
mutant: step time 75.9694; mutant: etime 76; index 4
mutant: step time 75.9889; mutant: etime 75.9134; index 5
mutant: step time 75.9911; mutant: etime 75.307; index 0
mutant: step time 75.9922; mutant: etime 75.4456; index 1
mutant: step time 75.9956; mutant: etime 75.5149; index 2
mutant: step time 76; mutant: etime 75.7228; index 3
mutant: step time 75.9986; mutant: etime 76; index 4
mutant: step time 76; mutant: etime 75.9134; index 5
mutant: step time 76.0317; mutant: etime 77.307; index 0
mutant: step time 76.0476; mutant: etime 77.4456; index 1
mutant: step time 76.0952; mutant: etime 77.5149; index 2
mutant: step time 76.1587; mutant: etime 77.7228; index 3
mutant: step time 76.1389; mutant: etime 78; index 4
mutant: step time 76.1587; mutant: etime 77.9134; index 5
mutant: step time 76.1904; mutant: etime 77.307; index 0
mutant: step time 76.2063; mutant: etime 77.4456; index 1
mutant: step time 76.2539; mutant: etime 77.5149; index 2
mutant: step time 76.3174; mutant: etime 77.7228; index 3
mutant: step time 76.2976; mutant: etime 78; index 4
mutant: step time 76.3174; mutant: etime 77.9134; index 5
mutant: step time 76.3504; mutant: etime 77.307; index 0
mutant: step time 76.3669; mutant: etime 77.4456; index 1
mutant: step time 76.4164; mutant: etime 77.5149; index 2
mutant: step time 76.4825; mutant: etime 77.7228; index 3
mutant: step time 76.4618; mutant: etime 78; index 4
mutant: step time 76.4825; mutant: etime 77.9134; index 5
mutant: step time 76.5161; mutant: etime 77.307; index 0
mutant: step time 76.5329; mutant: etime 77.4456; index 1
mutant: step time 76.5834; mutant: etime 77.5149; index 2
mutant: step time 76.6506; mutant: etime 77.7228; index 3
mutant: step time 76.6296; mutant: etime 78; index 4
mutant: step time 76.6506; mutant: etime 77.9134; index 5
mutant: step time 76.6843; mutant: etime 77.307; index 0
mutant: step time 76.7011; mutant: etime 77.4456; index 1
mutant: step time 76.7515; mutant: etime 77.5149; index 2
mutant: step time 76.8188; mutant: etime 77.7228; index 3
mutant: step time 76.7978; mutant: etime 78; index 4
mutant: step time 76.8188; mutant: etime 77.9134; index 5
mutant: step time 76.8524; mutant: etime 77.307; index 0
mutant: step time 76.8692; mutant: etime 77.4456; index 1
mutant: step time 76.9197; mutant: etime 77.5149; index 2
mutant: step time 76.9869; mutant: etime 77.7228; index 3
mutant: step time 76.9659; mutant: etime 78; index 4
mutant: step time 76.9869; mutant: etime 77.9134; index 5
mutant: step time 77.0206; mutant: etime 77.307; index 0
mutant: step time 77.0374; mutant: etime 77.4456; index 1
mutant: step time 77.0878; mutant: etime 77.5149; index 2
mutant: step time 77.1551; mutant: etime 77.7228; index 3
mutant: step time 77.1341; mutant: etime 78; index 4
mutant: step time 77.1551; mutant: etime 77.9134; index 5
mutant: step time 77.1887; mutant: etime 77.307; index 0
mutant: step time 77.2055; mutant: etime 77.4456; index 1
mutant: step time 77.256; mutant: etime 77.5149; index 2
mutant: step time 77.3232; mutant: etime 77.7228; index 3
mutant: step time 77.3022; mutant: etime 78; index 4
mutant: step time 77.3232; mutant: etime 77.9134; index 5
mutant: step time 77.3569; mutant: etime 77.307; index 0
mutant: step time 77.3737; mutant: etime 77.4456; index 1
mutant: step time 77.4241; mutant: etime 77.5149; index 2
mutant: step time 77.4914; mutant: etime 77.7228; index 3
mutant: step time 77.4704; mutant: etime 78; index 4
mutant: step time 77.4914; mutant: etime 77.9134; index 5
mutant: step time 77.525; mutant: etime 77.307; index 0
mutant: step time 77.5418; mutant: etime 77.4456; index 1
mutant: step time 77.5923; mutant: etime 77.5149; index 2
mutant: step time 77.6596; mutant: etime 77.7228; index 3
mutant: step time 77.6385; mutant: etime 78; index 4
mutant: step time 77.6596; mutant: etime 77.9134; index 5
mutant: step time 77.6932; mutant: etime 77.307; index 0
mutant: step time 77.71; mutant: etime 77.4456; index 1
mutant: step time 77.7604; mutant: etime 77.5149; index 2
mutant: step time 77.8277; mutant: etime 77.7228; index 3
mutant: step time 77.8067; mutant: etime 78; index 4
mutant: step time 77.8277; mutant: etime 77.9134; index 5
mutant: step time 77.8613; mutant: etime 77.307; index 0
mutant: step time 77.8782; mutant: etime 77.4456; index 1
mutant: step time 77.9286; mutant: etime 77.5149; index 2
mutant: step time 77.9959; mutant: etime 77.7228; index 3
mutant: step time 77.9748; mutant: etime 78; index 4
mutant: step time 77.9959; mutant: etime 77.9134; index 5
mutant: step time 77.9967; mutant: etime 77.307; index 0
mutant: step time 77.9971; mutant: etime 77.4456; index 1
mutant: step time 77.9983; mutant: etime 77.5149; index 2
mutant: step time 78; mutant: etime 77.7228; index 3
mutant: step time 77.9995; mutant: etime 78; index 4
mutant: step time 78; mutant: etime 77.9134; index 5
mutant: step time 78.0336; mutant: etime 79.307; index 0
mutant: step time 78.0505; mutant: etime 79.4456; index 1
mutant: step time 78.1009; mutant: etime 79.5149; index 2
mutant: step time 78.1682; mutant: etime 79.7228; index 3
mutant: step time 78.1471; mutant: etime 80; index 4
mutant: step time 78.1682; mutant: etime 79.9134; index 5
mutant: step time 78.2018; mutant: etime 79.307; index 0
mutant: step time 78.2186; mutant: etime 79.4456; index 1
mutant: step time 78.2691; mutant: etime 79.5149; index 2
mutant: step time 78.3363; mutant: etime 79.7228; index 3
mutant: step time 78.3153; mutant: etime 80; index 4
mutant: step time 78.3363; mutant: etime 79.9134; index 5
mutant: step time 78.3699; mutant: etime 79.307; index 0
mutant: step time 78.3868; mutant: etime 79.4456; index 1
mutant: step time 78.4372; mutant: etime 79.5149; index 2
mutant: step time 78.5045; mutant: etime 79.7228; index 3
mutant: step time 78.4834; mutant: etime 80; index 4
mutant: step time 78.5045; mutant: etime 79.9134; index 5
mutant: step time 78.5381; mutant: etime 79.307; index 0
mutant: step time 78.5549; mutant: etime 79.4456; index 1
mutant: step time 78.6054; mutant: etime 79.5149; index 2
mutant: step time 78.6726; mutant: etime 79.7228; index 3
mutant: step time 78.6516; mutant: etime 80; index 4
mutant: step time 78.6726; mutant: etime 79.9134; index 5
mutant: step time 78.7063; mutant: etime 79.307; index 0
mutant: step time 78.7231; mutant: etime 79.4456; index 1
mutant: step time 78.7735; mutant: etime 79.5149; index 2
mutant: step time 78.8408; mutant: etime 79.7228; index 3
mutant: step time 78.8198; mutant: etime 80; index 4
mutant: step time 78.8408; mutant: etime 79.9134; index 5
mutant: step time 78.8744; mutant: etime 79.307; index 0
mutant: step time 78.8912; mutant: etime 79.4456; index 1
mutant: step time 78.9417; mutant: etime 79.5149; index 2
mutant: step time 79.0089; mutant: etime 79.7228; index 3
mutant: step time 78.9879; mutant: etime 80; index 4
mutant: step time 79.0089; mutant: etime 79.9134; index 5
mutant: step time 79.0426; mutant: etime 79.307; index 0
mutant: step time 79.0594; mutant: etime 79.4456; index 1
mutant: step time 79.1098; mutant: etime 79.5149; index 2
mutant: step time 79.1771; mutant: etime 79.7228; index 3
mutant: step time 79.1561; mutant: etime 80; index 4
mutant: step time 79.1771; mutant: etime 79.9134; index 5
mutant: step time 79.2107; mutant: etime 79.307; index 0
mutant: step time 79.2275; mutant: etime 79.4456; index 1
mutant: step time 79.278; mutant: etime 79.5149; index 2
mutant: step time 79.3452; mutant: etime 79.7228; index 3
mutant: step time 79.3242; mutant: etime 80; index 4
mutant: step time 79.3452; mutant: etime 79.9134; index 5
mutant: step time 79.3789; mutant: etime 79.307; index 0
mutant: step time 79.3957; mutant: etime 79.4456; index 1
mutant: step time 79.4461; mutant: etime 79.5149; index 2
mutant: step time 79.5134; mutant: etime 79.7228; index 3
mutant: step time 79.4924; mutant: etime 80; index 4
mutant: step time 79.5134; mutant: etime 79.9134; index 5
mutant: step time 79.547; mutant: etime 79.307; index 0
mutant: step time 79.5638; mutant: etime 79.4456; index 1
mutant: step time 79.6143; mutant: etime 79.5149; index 2
mutant: step time 79.6816; mutant: etime 79.7228; index 3
mutant: step time 79.6605; mutant: etime 80; index 4
mutant: step time 79.6816; mutant: etime 79.9134; index 5
mutant: step time 79.7152; mutant: etime 79.307; index 0
mutant: step time 79.732; mutant: etime 79.4456; index 1
mutant: step time 79.7824; mutant: etime 79.5149; index 2
mutant: step time 79.8497; mutant: etime 79.7228; index 3
mutant: step time 79.8287; mutant: etime 80; index 4
mutant: step time 79.8497; mutant: etime 79.9134; index 5
mutant: step time 79.8798; mutant: etime 79.307; index 0
mutant: step time 79.8948; mutant: etime 79.4456; index 1
mutant: step time 79.9399; mutant: etime 79.5149; index 2
mutant: step time 80; mutant: etime 79.7228; index 3
mutant: step time 79.9812; mutant: etime 80; index 4
mutant: step time 80; mutant: etime 79.9134; index 5
mutant: step time 80.0336; mutant: etime 81.307; index 0
mutant: step time 80.0505; mutant: etime 81.4456; index 1
mutant: step time 80.1009; mutant: etime 81.5149; index 2
mutant: step time 80.1682; mutant: etime 81.7228; index 3
mutant: step time 80.1471; mutant: etime 82; index 4
mutant: step time 80.1682; mutant: etime 81.9134; index 5
mutant: step time 80.2018; mutant: etime 81.307; index 0
mutant: step time 80.2186; mutant: etime 81.4456; index 1
mutant: step time 80.2691; mutant: etime 81.5149; index 2
mutant: step time 80.3363; mutant: etime 81.7228; index 3
mutant: step time 80.3153; mutant: etime 82; index 4
mutant: step time 80.3363; mutant: etime 81.9134; index 5
mutant: step time 80.3707; mutant: etime 81.307; index 0
mutant: step time 80.3878; mutant: etime 81.4456; index 1
mutant: step time 80.4393; mutant: etime 81.5149; index 2
mutant: step time 80.508; mutant: etime 81.7228; index 3
mutant: step time 80.4866; mutant: etime 82; index 4
mutant: step time 80.508; mutant: etime 81.9134; index 5
mutant: step time 80.543; mutant: etime 81.307; index 0
mutant: step time 80.5606; mutant: etime 81.4456; index 1
mutant: step time 80.6131; mutant: etime 81.5149; index 2
mutant: step time 80.6831; mutant: etime 81.7228; index 3
mutant: step time 80.6612; mutant: etime 82; index 4
mutant: step time 80.6831; mutant: etime 81.9134; index 5
mutant: step time 80.7187; mutant: etime 81.307; index 0
mutant: step time 80.7365; mutant: etime 81.4456; index 1
mutant: step time 80.7899; mutant: etime 81.5149; index 2
mutant: step time 80.8611; mutant: etime 81.7228; index 3
mutant: step time 80.8388; mutant: etime 82; index 4
mutant: step time 80.8611; mutant: etime 81.9134; index 5
mutant: step time 80.8967; mutant: etime 81.307; index 0
mutant: step time 80.9145; mutant: etime 81.4456; index 1
mutant: step time 80.9679; mutant: etime 81.5149; index 2
mutant: step time 81.0391; mutant: etime 81.7228; index 3
mutant: step time 81.0168; mutant: etime 82; index 4
mutant: step time 81.0391; mutant: etime 81.9134; index 5
mutant: step time 81.0747; mutant: etime 81.307; index 0
mutant: step time 81.0925; mutant: etime 81.4456; index 1
mutant: step time 81.1459; mutant: etime 81.5149; index 2
mutant: step time 81.2171; mutant: etime 81.7228; index 3
mutant: step time 81.1948; mutant: etime 82; index 4
mutant: step time 81.2171; mutant: etime 81.9134; index 5
mutant: step time 81.2527; mutant: etime 81.307; index 0
mutant: step time 81.2705; mutant: etime 81.4456; index 1
mutant: step time 81.3239; mutant: etime 81.5149; index 2
mutant: step time 81.3951; mutant: etime 81.7228; index 3
mutant: step time 81.3728; mutant: etime 82; index 4
mutant: step time 81.3951; mutant: etime 81.9134; index 5
mutant: step time 81.4307; mutant: etime 81.307; index 0
mutant: step time 81.4485; mutant: etime 81.4456; index 1
mutant: step time 81.5019; mutant: etime 81.5149; index 2
mutant: step time 81.5731; mutant: etime 81.7228; index 3
mutant: step time 81.5508; mutant: etime 82; index 4
mutant: step time 81.5731; mutant: etime 81.9134; index 5
mutant: step time 81.6087; mutant: etime 81.307; index 0
mutant: step time 81.6264; mutant: etime 81.4456; index 1
mutant: step time 81.6798; mutant: etime 81.5149; index 2
mutant: step time 81.751; mutant: etime 81.7228; index 3
mutant: step time 81.7288; mutant: etime 82; index 4
mutant: step time 81.751; mutant: etime 81.9134; index 5
mutant: step time 81.7866; mutant: etime 81.307; index 0
mutant: step time 81.8044; mutant: etime 81.4456; index 1
mutant: step time 81.8578; mutant: etime 81.5149; index 2
mutant: step time 81.929; mutant: etime 81.7228; index 3
mutant: step time 81.9068; mutant: etime 82; index 4
mutant: step time 81.929; mutant: etime 81.9134; index 5
mutant: step time 81.9432; mutant: etime 81.307; index 0
mutant: step time 81.9503; mutant: etime 81.4456; index 1
mutant: step time 81.9716; mutant: etime 81.5149; index 2
mutant: step time 82; mutant: etime 81.7228; index 3
mutant: step time 81.9911; mutant: etime 82; index 4
mutant: step time 82; mutant: etime 81.9134; index 5
mutant: step time 82.0356; mutant: etime 83.307; index 0
mutant: step time 82.0534; mutant: etime 83.4456; index 1
mutant: step time 82.1068; mutant: etime 83.5149; index 2
mutant: step time 82.178; mutant: etime 83.7228; index 3
mutant: step time 82.1557; mutant: etime 84; index 4
mutant: step time 82.178; mutant: etime 83.9134; index 5
mutant: step time 82.2136; mutant: etime 83.307; index 0
mutant: step time 82.2314; mutant: etime 83.4456; index 1
mutant: step time 82.2848; mutant: etime 83.5149; index 2
mutant: step time 82.356; mutant: etime 83.7228; index 3
mutant: step time 82.3337; mutant: etime 84; index 4
mutant: step time 82.356; mutant: etime 83.9134; index 5
